index,home_team,away_team,home_coeff,away_coeff,mean_coeff,tvalue_home,tvalue_away,home_team_score,away_team_score,importance,home_team_result
2659,Japan,Korea Republic,0.85,0.85,0.85,182,165,1,2,2.5,Lose
2660,Algeria,Zambia,0.85,0.85,0.85,149,181,0,1,1,Lose
2661,Tanzania,Kenya,0.85,0.85,0.85,107,101,0,1,1,Lose
2662,China PR,Saudi Arabia,0.85,0.85,0.85,142,162,1,0,2.5,Win
2663,IR Iran,Qatar,0.85,0.85,0.85,147,115,3,0,2.5,Win
2664,Kenya,Zambia,0.85,0.85,0.85,101,181,0,0,1,Draw
2665,USA,Jamaica,0.85,0.85,0.85,168,160,1,1,2.5,Draw
2666,Kazakhstan,Japan,0.99,0.85,0.92,79,182,1,1,2.5,Draw
2667,Korea Republic,United Arab Emirates,0.85,0.85,0.85,165,133,3,0,2.5,Win
2668,St. Kitts and Nevis,Cuba,0.85,0.85,0.85,72,99,0,2,2.5,Lose
2669,Tanzania,Algeria,0.85,0.85,0.85,107,149,0,1,1,Lose
2670,Mexico,El Salvador,0.85,0.85,0.85,189,127,5,0,2.5,Win
2671,Moldova,Poland,0.99,0.99,0.99,75,150,0,3,2.5,Lose
2672,Norway,Colombia,0.99,1,0.995,192,191,0,0,1,Draw
2673,Brazil,Morocco,1,0.85,0.925,200,185,2,0,1,Win
2674,Kuwait,China PR,0.85,0.85,0.85,151,142,1,2,2.5,Lose
2675,Armenia,Ukraine,0.99,0.99,0.99,96,148,0,2,2.5,Lose
2676,Austria,Belarus,0.99,0.99,0.99,174,94,4,0,2.5,Win
2677,Belgium,Wales,0.99,0.99,0.99,152,102,3,2,2.5,Win
2678,Cyprus,Luxembourg,0.99,0.99,0.99,119,65,2,0,2.5,Win
2679,Czech Republic,Slovakia,0.99,0.99,0.99,186,178,3,0,2.5,Win
2680,Finland,Hungary,0.99,0.99,0.99,139,129,1,1,2.5,Draw
2681,France,South Africa,0.99,0.85,0.92,183,175,2,1,1,Win
2682,Georgia,Poland,0.99,0.99,0.99,106,150,3,0,2.5,Win
2683,Germany,Albania,0.99,0.99,0.99,198,84,4,3,2.5,Win
2684,Greece,Denmark,0.99,0.99,0.99,159,195,0,0,2.5,Draw
2685,Iceland,Liechtenstein,0.99,0.99,0.99,117,50,4,0,2.5,Win
2686,Republic of Ireland,Romania,0.99,0.99,0.99,158,197,1,1,2.5,Draw
2687,Italy,England,0.99,0.99,0.99,188,193,0,0,2.5,Draw
2688,Kazakhstan,Korea Republic,0.99,0.85,0.92,79,165,1,1,2.5,Draw
2689,North Macedonia,Lithuania,0.99,0.99,0.99,120,157,1,2,2.5,Lose
2690,Netherlands,Turkey,0.99,0.99,0.99,196,161,0,0,2.5,Draw
2691,Portugal,Northern Ireland,0.99,0.99,0.99,176,128,1,0,2.5,Win
2692,Russia,Bulgaria,0.99,0.99,0.99,184,187,4,2,2.5,Win
2693,Saudi Arabia,Qatar,0.85,0.85,0.85,162,115,1,0,2.5,Win
2694,Scotland,Latvia,0.99,0.99,0.99,173,131,2,0,2.5,Win
2695,Slovenia,Croatia,0.99,0.99,0.99,108,167,1,3,2.5,Lose
2696,Spain,Faroe Islands,0.99,0.99,0.99,194,83,3,1,2.5,Win
2697,Sweden,Estonia,0.99,0.99,0.99,179,98,1,0,2.5,Win
2698,Switzerland,Azerbaijan,0.99,0.99,0.99,135,78,5,0,2.5,Win
2699,Uzbekistan,Japan,0.85,0.85,0.85,118,182,1,1,2.5,Draw
2700,Argentina,Uruguay,1,1,1,190,153,0,0,2.5,Draw
2701,Canada,Mexico,0.85,0.85,0.85,141,189,2,2,2.5,Draw
2702,Ecuador,Bolivia,1,1,1,170,177,1,0,2.5,Win
2703,Paraguay,Venezuela,1,1,1,172,90,1,0,2.5,Win
2704,Peru,Chile,1,1,1,166,171,0,4,2.5,Lose
2705,IR Iran,China PR,0.85,0.85,0.85,151,146,4,1,2.5,Win
2706,Kuwait,Saudi Arabia,0.85,0.85,0.85,153,163,2,1,2.5,Win
2707,Haiti,Jamaica,0.85,0.85,0.85,68,160,0,1,1,Lose
2708,Kazakhstan,United Arab Emirates,0.99,0.85,0.92,88,140,3,0,2.5,Win
2709,Uzbekistan,Korea Republic,0.85,0.85,0.85,117,166,1,5,2.5,Lose
2710,Haiti,Cuba,0.85,0.85,0.85,68,97,2,2,1,Win
2711,Cuba,Cameroon,0.85,0.85,0.85,97,156,1,1,1,Win
2712,Kuwait,Qatar,0.85,0.85,0.85,153,104,0,1,2.5,Lose
2713,Saudi Arabia,IR Iran,0.85,0.85,0.85,163,151,1,0,2.5,Win
2714,St. Lucia,Jamaica,0.85,0.85,0.85,59,160,1,3,1,Lose
2715,Uzbekistan,Kazakhstan,0.85,0.99,0.92,117,88,4,0,2.5,Win
2716,Antigua and Barbuda,Jamaica,0.85,0.85,0.85,50,160,0,3,1,Lose
2717,Japan,United Arab Emirates,0.85,0.85,0.85,180,140,1,1,2.5,Draw
2718,Croatia,Ukraine,0.99,0.99,0.99,171,149,2,0,2.5,Win
2719,Republic of Ireland,Belgium,0.99,0.99,0.99,157,152,1,1,2.5,Draw
2720,Russia,Italy,0.99,0.99,0.99,191,184,1,1,2.5,Draw
2721,St. Kitts and Nevis,Jamaica,0.85,0.85,0.85,72,160,1,1,1,Draw
2722,China PR,Qatar,0.85,0.85,0.85,146,104,2,3,2.5,Lose
2723,IR Iran,Kuwait,0.85,0.85,0.85,151,153,0,0,2.5,Draw
2724,Korea Republic,Japan,0.85,0.85,0.85,166,180,0,2,2.5,Lose
2725,Côte d'Ivoire,Burkina Faso,0.85,0.85,0.85,154,94,0,0,1,Draw
2726,Mexico,USA,0.85,0.85,0.85,190,165,0,0,2.5,Draw
2727,Eswatini,Mauritius,0.85,0.85,0.85,50,50,0,1,1,Lose
2728,United Arab Emirates,Uzbekistan,0.85,0.85,0.85,140,117,0,0,2.5,Draw
2729,Tunisia,Bosnia and Herzegovina,0.85,0.99,0.92,176,99,2,1,1,Win
2730,Saudi Arabia,China PR,0.85,0.85,0.85,163,146,1,1,2.5,Draw
2731,Chile,Guatemala,1,0.85,0.925,173,112,4,1,1,Win
2732,Qatar,IR Iran,0.85,0.85,0.85,104,151,2,0,2.5,Win
2733,Japan,Kazakhstan,0.85,0.99,0.92,180,88,5,1,2.5,Win
2734,Canada,USA,0.85,0.85,0.85,138,165,0,3,2.5,Lose
2735,El Salvador,Jamaica,0.85,0.85,0.85,130,160,2,2,2.5,Draw
2736,Mexico,Costa Rica,0.85,0.85,0.85,190,144,3,3,2.5,Draw
2737,United Arab Emirates,Korea Republic,0.85,0.85,0.85,140,166,1,3,2.5,Lose
2738,Brazil,Wales,1,0.99,0.995,200,102,3,0,1,Win
2739,China PR,Kuwait,0.85,0.85,0.85,146,153,1,0,2.5,Win
2740,France,Scotland,0.99,0.99,0.99,186,175,2,1,1,Win
2741,Qatar,Saudi Arabia,0.85,0.85,0.85,104,163,0,1,2.5,Lose
2742,Mali,Mauritania,0.85,0.85,0.85,114,67,3,1,1,Win
2743,Belgium,Republic of Ireland,0.99,0.99,0.99,152,157,2,1,2.5,Win
2744,England,Cameroon,0.99,0.85,0.92,193,156,2,0,1,Win
2745,Germany,South Africa,0.99,0.85,0.92,197,174,3,0,1,Win
2746,Italy,Russia,0.99,0.99,0.99,184,191,1,0,2.5,Win
2747,Ukraine,Croatia,0.99,0.99,0.99,149,171,1,1,2.5,Draw
2748,Argentina,Colombia,1,1,1,187,189,1,1,2.5,Draw
2749,Chile,Bolivia,1,1,1,173,178,3,0,2.5,Win
2750,Costa Rica,Canada,0.85,0.85,0.85,144,138,3,1,2.5,Win
2751,Jamaica,Mexico,0.85,0.85,0.85,160,190,0,0,2.5,Draw
2752,Japan,IR Iran,0.85,0.85,0.85,180,151,3,2,2.5,Win
2753,Peru,Paraguay,1,1,1,162,172,1,0,2.5,Win
2754,Uruguay,Ecuador,1,1,1,148,169,5,3,2.5,Win
2755,USA,El Salvador,0.85,0.85,0.85,165,130,4,2,2.5,Win
2756,Senegal,Mali,0.85,0.85,0.85,118,112,1,2,1,Lose
2757,Spain,Romania,0.99,0.99,0.99,197,195,1,1,1,Draw
2758,IR Iran,Australia,0.85,0.85,0.85,150,168,1,1,2.5,Draw
2759,Morocco,Togo,0.85,0.85,0.85,184,125,3,0,1,Win
2760,Philippines,Estonia,0.85,0.99,0.92,50,97,0,1,1,Lose
2761,Gambia,Cabo Verde,0.85,0.85,0.85,57,50,3,1,1,Win
2762,Mauritania,Senegal,0.85,0.85,0.85,65,118,1,1,1,Draw
2763,Australia,IR Iran,0.85,0.85,0.85,168,150,2,2,2.5,Draw
2764,Guinea,Mali,0.85,0.85,0.85,133,112,0,0,1,Draw
2765,Sierra Leone,Guinea-Bissau,0.85,0.85,0.85,121,52,2,1,1,Win
2766,Gambia,Mauritania,0.85,0.85,0.85,57,65,2,1,1,Win
2767,Senegal,Cabo Verde,0.85,0.85,0.85,118,50,2,0,1,Win
2768,Guinea,Sierra Leone,0.85,0.85,0.85,133,121,3,0,1,Win
2769,Mali,Guinea-Bissau,0.85,0.85,0.85,112,52,6,1,1,Win
2770,Cabo Verde,Mauritania,0.85,0.85,0.85,50,65,2,2,1,Draw
2771,Gambia,Senegal,0.85,0.85,0.85,57,118,0,0,1,Draw
2772,Egypt,Ghana,0.85,0.85,0.85,163,147,3,2,1,Win
2773,Guinea,Guinea-Bissau,0.85,0.85,0.85,133,52,2,0,1,Win
2774,Mali,Sierra Leone,0.85,0.85,0.85,112,121,1,1,1,Draw
2775,Gambia,Mali,0.85,0.85,0.85,57,112,1,2,1,Lose
2776,Guinea,Senegal,0.85,0.85,0.85,133,118,1,2,1,Lose
2777,Gambia,Guinea,0.85,0.85,0.85,57,133,2,2,1,Lose
2778,Mali,Senegal,0.85,0.85,0.85,112,118,1,0,1,Win
2779,Saudi Arabia,Iceland,0.85,0.99,0.92,166,126,0,0,1,Draw
2780,South Africa,Brazil,0.85,1,0.925,165,200,1,2,1,Lose
2781,Mexico,Australia,0.85,0.85,0.85,189,168,1,3,3,Lose
2782,Saudi Arabia,Brazil,0.85,1,0.925,166,200,0,3,3,Lose
2783,South Africa,Czech Republic,0.85,0.99,0.92,165,196,2,2,3,Draw
2784,United Arab Emirates,Uruguay,0.85,1,0.925,141,157,0,2,3,Lose
2785,Australia,Brazil,0.85,1,0.925,168,200,0,0,3,Draw
2786,Saudi Arabia,Mexico,0.85,0.85,0.85,166,189,0,5,3,Lose
2787,Czech Republic,Uruguay,0.99,1,0.995,196,157,1,2,3,Lose
2788,United Arab Emirates,South Africa,0.85,0.85,0.85,141,165,1,0,3,Win
2789,Brazil,Mexico,1,0.85,0.925,200,189,3,2,3,Win
2790,Saudi Arabia,Australia,0.85,0.85,0.85,166,168,1,0,3,Win
2791,United Arab Emirates,Czech Republic,0.85,0.99,0.92,141,196,1,6,3,Lose
2792,Uruguay,South Africa,1,0.85,0.925,157,165,4,3,3,Win
2793,Zambia,Nigeria,0.85,0.85,0.85,180,129,0,0,1,Draw
2794,Egypt,Togo,0.85,0.85,0.85,163,125,7,2,1,Win
2795,Lesotho,Eswatini,0.85,0.85,0.85,50,50,0,0,1,Draw
2796,Brazil,Czech Republic,1,0.99,0.995,200,196,2,0,3,Win
2797,Uruguay,Australia,1,0.85,0.925,157,168,0,1,3,Lose
2798,Egypt,Algeria,0.85,0.85,0.85,163,145,1,2,1,Lose
2799,Brazil,Australia,1,0.85,0.925,200,168,6,0,3,Win
2800,Czech Republic,Uruguay,0.99,1,0.995,196,157,1,0,3,Win
2801,Mozambique,Lesotho,0.85,0.85,0.85,134,50,1,1,1,Draw
2802,Algeria,Togo,0.85,0.85,0.85,145,125,0,1,1,Lose
2803,Egypt,Cameroon,0.85,0.85,0.85,163,149,2,0,1,Win
2804,Cameroon,Togo,0.85,0.85,0.85,147,122,3,1,1,Win
2805,Egypt,Algeria,0.85,0.85,0.85,168,141,1,2,1,Lose
2806,Burkina Faso,Côte d'Ivoire,0.85,0.85,0.85,94,148,2,0,1,Win
2807,Lesotho,Eswatini,0.85,0.85,0.85,51,50,0,0,1,Draw
2808,Malawi,Zimbabwe,0.85,0.85,0.85,103,126,1,0,1,Win
2809,Barbados,Trinidad and Tobago,0.85,1,0.925,87,144,0,1,1,Lose
2810,Burkina Faso,Mozambique,0.85,0.85,0.85,94,133,1,0,1,Win
2811,Guinea,Togo,0.85,0.85,0.85,135,122,1,0,1,Win
2812,Malawi,Zimbabwe,0.85,0.85,0.85,103,126,0,2,1,Lose
2813,Burkina Faso,Mozambique,0.85,0.85,0.85,94,133,4,2,1,Win
2814,Trinidad and Tobago,Jamaica,1,0.85,0.925,144,161,0,0,1,Draw
2815,Malawi,Zambia,0.85,0.85,0.85,103,179,0,1,1,Lose
2816,Eswatini,Botswana,0.85,0.85,0.85,50,50,1,1,1,Draw
2817,Burkina Faso,Mali,0.85,0.85,0.85,94,120,0,0,1,Draw
2818,Togo,Mozambique,0.85,0.85,0.85,122,133,1,2,1,Lose
2819,Lesotho,Botswana,0.85,0.85,0.85,51,50,0,0,1,Draw
2820,Ghana,Mozambique,0.85,0.85,0.85,143,133,0,0,1,Draw
2821,Morocco,Angola,0.85,0.85,0.85,185,142,2,1,1,Win
2822,Gambia,Zambia,0.85,0.85,0.85,68,179,0,2,1,Lose
2823,Lesotho,Zimbabwe,0.85,0.85,0.85,51,126,0,2,1,Lose
2824,Ghana,Mozambique,0.85,0.85,0.85,143,133,3,1,1,Win
2825,Costa Rica,Honduras,0.85,0.85,0.85,149,127,1,4,1,Lose
2826,El Salvador,Trinidad and Tobago,0.85,1,0.925,136,144,2,0,1,Win
2827,Turkey,Albania,0.99,0.99,0.99,157,84,1,4,1,Lose
2828,Namibia,South Africa,0.85,0.85,0.85,114,169,3,2,1,Win
2829,USA,Sweden,0.85,0.99,0.92,174,182,1,0,1,Win
